task_id	soc_code	task	is_manual	rationale
24012	51-4031.00	Use equipment designed to join sheet metal, such as spot welders.	True	Operating a spot welder requires hands-on physical manipulation of equipment and metal workpieces to join them together.
2402	41-2011.00	Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.	True	Requires physical manipulation of cash and coins, counting and handling tangible currency objects in drawers.
2410	41-2011.00	Weigh items sold by weight to determine prices.	True	Task requires physical manipulation of objects (placing items on scales) and operation of weighing equipment to execute.
2415	41-2011.00	Bag, box, wrap, or gift-wrap merchandise, and prepare packages for shipment.	True	Task requires hands-on physical manipulation of merchandise, materials, and packages—bagging, boxing, wrapping—to prepare items for shipment.
2416	41-2011.00	Sort, count, and wrap currency and coins.	True	Sorting, counting, and wrapping currency requires physical manipulation of tangible objects (coins and bills).
2433	41-2022.00	Examine returned parts for defects, and exchange defective parts or refund money.	True	Examining returned parts for defects requires physical inspection of tangible objects to identify damage or malfunction.
2434	41-2022.00	Mark and store parts in stockrooms, according to prearranged systems.	True	Requires physical manipulation and movement of parts in stockroom; involves handling tangible objects according to organizational systems.
2436	41-2022.00	Demonstrate equipment to customers, and explain functioning of equipment.	True	Demonstrating equipment to customers requires physical hands-on operation and manipulation of equipment to show how it works.
2437	41-2022.00	Place new merchandise on display.	True	Placing merchandise requires physical manipulation of tangible objects and arranging them on display surfaces.
2438	41-2022.00	Measure parts, using precision measuring instruments, to determine whether similar parts may be machined to required sizes.	True	Requires hands-on physical inspection and manipulation of measuring instruments and parts to verify dimensions and tolerances.
2439	41-2022.00	Repair parts or equipment.	True	Repairing parts or equipment requires physical manipulation and hands-on work with tangible objects and tools.
2454	41-9022.00	Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs.	True	Inspecting premises condition requires physical presence and direct observation of tangible objects to assess maintenance needs.
2455	41-9022.00	Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.	True	Requires physical presence on-site to inspect property in person, touching/examining structural elements, and walking through homes with buyers.
2464	41-9022.00	Visit properties to assess them before showing them to clients.	True	Requires physical presence at property sites to inspect and assess tangible conditions firsthand.
2495	43-3031.00	Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.	True	Operating physical machines (calculators, typewriters, copy machines) requires hands-on manipulation of equipment and devices.
2541	43-3061.00	Check shipments when they arrive to ensure that orders have been filled correctly and that goods meet specifications.	True	Requires physical inspection of goods—examining items, checking against orders, verifying quality and specifications on-site.
2554	43-3071.00	Count currency, coins, and checks received, by hand or using currency-counting machine, to prepare them for deposit or shipment to branch banks or the Federal Reserve Bank.	True	Physically handling currency, coins, and checks by hand or operating a currency-counting machine requires manual/physical execution and object manipulation.
2557	43-3071.00	Arrange monies received in cash boxes and coin dispensers according to denomination.	True	Task requires physical manipulation of cash and coins—handling, counting, and organizing tangible objects by denomination.
2565	43-3071.00	Sort and file deposit slips and checks.	True	Sorting and filing require physical handling of tangible documents (deposit slips, checks) and organizing them in a filing system.
2566	43-3071.00	Receive and count daily inventories of cash, drafts, and travelers' checks.	True	Receiving and counting physical cash, drafts, and checks requires hands-on manipulation and inspection of tangible objects.
2596	43-4071.00	Gather materials to be filed from departments or employees.	True	Gathering materials requires physical collection and movement of tangible documents and objects from multiple locations.
