task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
20562	29-1021.00	Use masks, gloves, and safety glasses to protect patients and self from infectious diseases.	caregiving	2.0	One instance = donning full PPE set (mask, gloves, safety glasses) before a patient interaction. A trained worker completes this in ~1–3 minutes.	8.0	Donning gloves, fitting a mask snugly, and placing safety glasses requires fine dexterity, self-referential body awareness, and compliance checks (seal, fit). Current humanoids lack the fine manipulation and self-dressing capability needed reliably.
6829	25-3011.00	Prepare materials and classrooms for class activities.	manipulation	20.0	One instance = preparing one classroom for one session: arranging desks, distributing handouts/supplies, setting up AV or activity materials. Typical prep takes 15–25 minutes.	12.0	Requires diverse sub-tasks: furniture rearrangement, handling varied paper/supplies, AV setup, and interpreting lesson-specific instructions. Poor generalization, limited manipulation of thin/flat items, and unstructured environment hamper success.
7086	47-5013.00	Examine unserviceable wells to determine actions to be taken to improve well conditions.	inspection	45.0	One instance = inspecting one unserviceable well. A competent technician spends ~30–60 min examining the well, assessing components, and documenting findings/recommendations.	5.0	Well inspection requires outdoor/unstructured terrain navigation, lowering sensors into confined shafts, interpreting water/mechanical conditions, and generating actionable remediation plans — far beyond current humanoid robot generalization and tool-use capabilities.
7085	47-5013.00	Select fishing methods or tools for removing obstacles such as liners, broken casing, screens, or drill pipe.	inspection	45.0	One instance = selecting appropriate fishing tools/methods for a specific downhole obstacle. A competent driller/engineer reviews wellbore data and specifies tools in ~30–60 min.	3.0	Highly specialized oilfield engineering decision requiring deep domain knowledge, wellbore diagnostics, and tool catalogue expertise. No current humanoid robot has the cognitive or operational capability for this unstructured technical judgment task.
20454	49-3031.00	Repair or adjust seats, doors, or windows.	manipulation	45.0	One instance = repairing/adjusting one component (seat, door, or window). A competent technician typically spends 30–60 min diagnosing and fixing a single item.	5.0	Requires diagnosing faults, using varied hand tools with high precision, working in tight vehicle spaces, and adapting to many component types. Current humanoids lack the dexterity, tool-use generalization, and fault-diagnosis needed.
709	41-2031.00	Bag or package purchases and wrap gifts.	manipulation	4.0	One instance = bagging/packaging one purchase or wrapping one gift. A competent worker takes ~2–5 min depending on item size and wrap complexity.	18.0	Requires fine dexterity for folding paper, taping precisely, tying ribbons, and handling varied item shapes/sizes. Current humanoids struggle with compliant materials, tight folds, and aesthetic quality standards supervisors expect.
5170	47-2211.00	Install assemblies, such as flashing, pipes, tubes, heating and air conditioning ducts, furnace casings, rain gutters, or downspouts in supportive frameworks.	assembly	60.0	One instance = installing a single assembly unit (e.g., a gutter run, duct section, or pipe segment). A competent sheet metal worker/HVAC tech typically takes 45–75 minutes per unit.	5.0	Requires outdoor/unstructured environments, climbing ladders, overhead work, heavy/awkward components, precise fastening, and site-specific adaptation. Far beyond current humanoid dexterity, mobility, and tool-use limits.
13192	41-9011.00	Keep areas neat while working and return items to correct locations following demonstrations.	cleaning	3.0	One instance = tidying a small work area and returning displaced items to correct locations after a task; a competent worker takes ~3 minutes per tidy-up cycle.	22.0	"Robots struggle to generalize ""correct location"" from demonstrations, handle diverse cluttered objects, and maintain context across tasks. Pick-and-place is feasible but semantic placement memory and generalization remain weak in unstructured environments."
6923	29-1011.00	Suggest and apply the use of supports such as straps, tapes, bandages, or braces if necessary.	caregiving	10.0	One instance = assessing a patient and applying one support device (strap, tape, bandage, or brace) to one body area; a competent athletic trainer or clinician typically takes ~10 minutes.	4.0	Requires clinical assessment/judgment, nuanced communication, and highly dexterous fine-motor work (wrapping, tensioning, fastening) on a moving human body. Far beyond 2026 frontier robot capability in unstructured caregiving.
7071	47-2051.00	Push roller over surface to embed chips in surface.	manipulation	5.0	One instance = rolling a hand roller over one surface section (~10–20 sq ft) to embed aggregate chips; a skilled worker completes this in ~5 minutes.	20.0	Requires sustained two-handed force application with a heavy roller over a defined surface. Humanoids lack the grip strength, force control, and stable pushing locomotion needed to maintain even pressure and coverage across a real work surface.
13168	39-7012.00	Set up camps, and prepare meals for tour group members.	locomotion	90.0	One instance = setting up a full camp for a tour group (~5–15 people): pitching tents, laying out bedding, organizing gear. A competent guide takes ~90 min.	3.0	Outdoor uneven terrain, tent assembly (flexible fabric, stakes, poles), and coordinated multi-step setup far exceed current robot capabilities in generalization, dexterity, and unstructured outdoor locomotion.
